"fact","region","phi","crop","median","mean","min","max"
"MET","Western Africa",2,"R",0.44123004,0.443315521871345,0.32165641,0.57756043
"MET","Western Africa",2,"W",0.42150676,0.419674517532468,0.34847555,0.48323713
"MET","Western Africa",3,"M",0.19031213,0.193042615230769,0.14078159,0.23721067
"MET","Western Africa",3,"R",0.19163464,0.193658180409357,0.14768152,0.23795716
"MET","Western Africa",3,"W",0.18846205,0.189322338311688,0.15781452,0.21888823
"MET","Western Africa",4,"M",0.19031213,0.193042615230769,0.14078159,0.23721067
"MET","Western Africa",4,"R",0.19163464,0.193658180409357,0.14768152,0.23795716
"MET","Western Africa",4,"W",0.18846205,0.189322338311688,0.15781452,0.21888823
"MET","Western Asia",2,"M",0.59812784,0.580788703578947,0.43280421,0.69590937
"MET","Western Asia",2,"R",0.595146725,0.607494019318182,0.46830042,0.71501678
"MET","Western Asia",2,"W",0.521608515,0.5189409649,0.39943966,0.65583677
"MET","Western Asia",3,"M",0.2716792,0.266202345368421,0.20965636,0.3123743
"MET","Western Asia",3,"R",0.25963315,0.264690177727273,0.22491226,0.31360263
"MET","Western Asia",3,"W",0.232059695,0.227020389,0.18339582,0.25800406
"MET","Western Asia",4,"M",0.2716792,0.266202345368421,0.20965636,0.3123743
"MET","Western Asia",4,"R",0.25963315,0.264690177727273,0.22491226,0.31360263
"MET","Western Asia",4,"W",0.232059695,0.227020389,0.18339582,0.25800406
"MET","Western Europe",2,"M",0.458664175,0.452648724134615,0.26860074,0.59185806
