"region","median.2","median.3","median.4","mean.2","mean.3","mean.4","range.2","range.3","range.4"
"Northern America",0.269655665,0.28214994,0.29591253,0.266402313109091,0.279043401054545,0.309024095272727,"0.1287746,0.36061825","0.12692913,0.44642937","0.12454706,0.840596"
"Western Asia",0.26661262,0.2451656,0.22414794,0.270377521578947,0.254572318905263,0.189906106726316,"0.19185567,0.37301541","0.066942021,0.43590858","-0.9999971,0.85825634"
"Southern Europe",0.261595085,0.2522518,0.240443945,0.255941313627451,0.25277918245098,0.246504754313725,"0.1450109,0.31090492","0.13838726,0.32769066","0.12898969,0.35537659"
"Eastern Europe",0.25841101,0.27176816,0.29614354,0.256908253898635,0.271258506764133,0.305421175530214,"0.18658132,0.32256181","0.14877009,0.42344863","-0.028243523,0.79815667"
"Eastern Asia",0.226527145,0.249523215,0.28552094,0.229013270800712,0.271739147688612,12.9002637555302,"0.14910968,0.52457675","-0.99954854,4.926984","-0.99999731,2293.7376"
"Western Europe",0.22237829,0.2166701,0.209520285,0.221176512307692,0.215831544615385,0.20765389625,"0.14440871,0.27105872","0.1432513,0.26805729","0.14157671,0.26285986"
"Central Asia",0.21307057,0.17657746,0.10582602,0.223968207594937,0.183075047797468,-0.0233045587101266,"0.18008311,0.30880953","-0.33972362,0.3383048","-0.99999411,0.4493943"
"Southern Asia",0.205769125,0.21472751,0.23159856,0.267055355120773,0.288847880437198,12.8686003562754,"0.11149894,22.527231","-0.74004216,22.527231","-0.99999133,810.22781"
"Northern Africa",0.20559067,0.198402915,0.191786765,0.209075166375,0.20686001425,0.2088396571375,"0.16419934,0.34549059","0.14171606,0.47373246","0.071047051,0.86515793"
"Western Africa",0.20371428,0.21895459,0.23292057,0.201079156717949,0.208783650671795,0.220367661331282,"0.10771343,0.25314378","0.070276934,0.27151184","0.0093665926,0.32132655"
"Southern Africa",0.18620699,0.18011936,0.1667457,1.50940220184615,6.96697976815385,15.100552569,"0.12573085,171.40581","0.11419037,709.28782","0.07144362,1070.7831"
"Australia and New Zealand",0.17867821,0.17831026,0.16852448,0.172179880526316,0.169046537192982,0.164458788947368,"0.10299742,0.21184784","0.09250839,0.21615939","0.076924469,0.23336899"
"Eastern Africa",0.16482751,0.15106517,0.13407249,0.163597599911111,0.147979887973333,0.125581723548444,"0.077546761,0.21757925","-0.014911294,0.23077251","-0.23134949,0.2537292"
"Central America",0.16445575,0.14671671,0.13199911,0.190129210339869,0.261044991254902,105.884653600181,"0.097084722,0.60252039","0.03155202,3.8670267","-0.13834752,1903.8024"
"Middle Africa",0.16328413,0.14491402,0.11341762,0.16804244465641,0.150559326061538,0.124275361752103,"0.061434579,0.24205382","-0.06065444,0.27706342","-0.31943825,0.37318888"
"South America",0.12701018,0.10338257,0.065951291,0.119486951977146,0.586158961983311,1.041412326489,"-0.45672355,1.5017179","-1,414.87572","-1,414.87572"
"South-Eastern Asia",0.123386415,0.11477998,0.097402288,0.142367905758278,4.88465653387685,12.4206329422586,"-0.049692858,0.90595147","-0.98541795,1433.0897","-0.98541795,1489.3241"
"Caribbean",0.10109317,0.063952582,0.0094078833,0.100075792636364,0.0628504761363636,-0.00283076397272727,"0.056165575,0.13010555","-0.026922407,0.11576417","-0.20841658,0.094712872"
"Melanesia",0.0943575305,0.069500224,0.0321884595,0.116703443166667,27.5896032332333,85.2377756154042,"0.040529275,0.37412696","-0.050817504,659.73359","-0.39310258,724.63912"
