"region","median.2","median.3","median.4","mean.2","mean.3","mean.4","range.2","range.3","range.4"
"Central Asia",0.029246041,0.032324546,0.038927848,0.0288456543931624,0.0319978447299145,0.0388945862700855,"0.019495812,0.03414953","0.0218088514,0.039773181","0.023324536,0.081791008"
"Eastern Europe",0.0276196035,0.03016794905,0.035674001,0.0273346996946429,1.57162496546161,2.57447544841275,"0.0127359315,0.093128263","0.013777135,122.88778","0.0156522635,134.47133"
"Western Asia",0.02622262545,0.0307806282,0.0410988807,0.026746456818,0.034202759406,5.282594726404,"0.0178547247,0.0382070268","0.0181757583,0.0828707922","0.01854621,109.98081"
"Northern America",0.0228945123,0.0244027494,0.02734074,0.0231117345479201,0.0263973214153078,0.441642250060233,"0.0154855161,0.0351679005","0.0153800244,0.0742002633","0.0148053789,94.576959"
"Northern Africa",0.020575653,0.02049682,0.0202102185,0.022170163388,0.023478430016,0.02584963552,"0.017615123,0.0352301048","0.016998698,0.042966462","0.016271257,0.0585898984"
"Western Africa",0.018940217,0.019080931,0.01933524,0.019172628987013,0.0193941213636364,0.0196501852987013,"0.015395902,0.022823178","0.015217368,0.023553643","0.015013212,0.024425928"
"Eastern Asia",0.01836113615,0.02307185895,0.03545933755,0.0192228075762868,1.26734142586213,8.12854091881754,"0.0119892983,0.085806826","0.0126350378,128.349949","0.0133772499,385.007707"
"Middle Africa",0.017994769,0.017372738,0.016679944,0.0179414365403727,0.0173184386335404,0.0165675212428571,"0.014148989,0.021202811","0.010076934,0.020928336","0.0046671998,0.021094761"
"Southern Africa",0.0179324523,0.018110034,0.0185111343,0.0176391758046703,0.0180051868134615,0.0184773982653846,"0.0112623498,0.0213857964","0.011461338,0.0224898399","0.0117026523,0.0240436179"
"Australia and New Zealand",0.01757644425,0.0215991495,0.0273739185,0.0171809398730769,0.0207808672038462,0.0278643630576923,"0.0103925799,0.023801715","0.0106067817,0.0305271225","0.0108686934,0.0632993904"
"Central America",0.0173228976,0.0172178154,0.0170689563,0.0163513653450549,0.0165460303318681,0.0168891956395604,"0.0096140072,0.0213291441","0.0086258221,0.0246130074","0.0071821904,0.030598632"
"Eastern Africa",0.016870788,0.016453114,0.016013707,0.0168139111788546,0.0164103185370044,0.0159070783903084,"0.012783715,0.020613276","0.011940234,0.021764222","0.0068112471,0.02347427"
"Southern Europe",0.0166305989,0.01869137795,0.0230146013,0.0158503112176471,0.0181872761558824,0.0238771807372549,"0.0086981928,0.0249514947","0.0092249124,0.0301366269","0.0101641998,0.068821122"
"South America",0.0151121889,0.0141045957,0.013367529,0.015001277307155,0.0144078786429298,0.0285666586867337,"0.00757082772,0.029166155","-0.0025214494,0.040203337","-0.0765845,6.1935018"
"South-Eastern Asia",0.0149050089,0.0151665435,0.0155386368,0.0150414681862069,0.0153816044137931,0.0158777348885057,"0.0102979413,0.0184586752","0.0100013544,0.0230417551","0.0096734052,0.0347005519"
"Southern Asia",0.0141355655,0.014881202,0.0157804192,0.0162644797228117,0.0568790224969496,0.402247984750133,"0.0097375803,0.0371321734","0.0098020083,14.7386974","0.0098743603,46.3765708"
"Northern Europe",0.0112091975,0.012664569,0.015733466,0.0123031248885246,0.0136378766737705,0.016300524404918,"0.006184082,0.0264412962","0.006614146,0.0297402507","0.007256901,0.0359533332"
"Western Europe",0.01094640225,0.011618768,0.01304323175,0.0109678605870283,0.0118423334606132,0.0136567109679245,"0.00742203,0.0150386394","0.0080480145,0.0178107564","0.0091236925,0.025441049"
