"region","median","mean","range","median.2","median.3","median.4","mean.2","mean.3","mean.4","range.2","range.3","range.4"
"Southern Europe",0.130651815,0.275160886462981,"0.00056835305,2.2099551",0.153333774293218,0.15043953421925,0.139620820128648,0.149337752238088,0.148371778214583,0.146205552584712,"0.035670436402493,0.230560483670829","0.0340411235068899,0.24297799483538","0.0255967357169016,0.26171583543807"
"Western Europe",0.100685385,0.231590820805094,"0.00062697324,2.8591287",0.131316517637974,0.12617364776502,0.118662674404281,0.127951280101751,0.124791890656313,0.119957520597256,"0.0788142116923571,0.184775528533935","0.0780647034551509,0.180847642702889","0.0749745848014927,0.176521830012994"
"Eastern Asia",0.057031687,0.217810695229124,"3.3427472e-08,4.3315026",0.0780212663949692,0.084760933121766,0.0944035420004308,0.0854275332917405,0.100328872787355,4.46210008720473,"0.0103113127449304,0.267115966511498","-0.848465207927498,2.47829919447262","-0.848465207927498,628.127485316538"
"Northern America",0.0368325015,0.478980510992073,"1.633467e-06,6.6840431",0.112254802163326,0.119230935027145,0.13065728707625,0.117276577049165,0.123304562788656,0.137567379718634,"0.0256111778004061,0.263086391541717","0.0259348406010911,0.287871874497765","0.0259206893313148,0.426690501639053"
"Central America",0.023151207,0.112215353570012,"1.9948077e-06,1.6706043",0.0183166554456065,0.0148923425601103,0.011338476507325,0.0294908246641105,0.0440669615462251,23.1376053394087,"0.0033594400911387,0.164219232893078","0.00310620218222527,0.717818556638671","-0.0316171239015008,518.971822110631"
"Caribbean",0.0200740515,0.0289494637571429,"0.0040300269,0.10320717",0.0268099070049284,0.0166606378709647,0.0010385066925596,0.0222379022364014,0.0151245721551458,0.0028771608089242,"0.00912690597645724,0.0345039907929771","-0.00437489115617376,0.0307006569345937","-0.0338676943945607,0.0251178528776399"
"Eastern Africa",0.015961455,0.0333549424470593,"4.9697886e-05,0.31541537",0.0366584956435458,0.0323189424028885,0.027824496079493,0.0371382886048397,0.0333884420458873,0.0279555087207362,"0.00272473016897993,0.0843352815317562","-0.00418411062873595,0.0846570386124886","-0.0649166921381046,0.0850676122486776"
"Western Africa",0.012819783,0.0270257106924641,"3.2790001e-06,0.23917949",0.0403419452269973,0.0415549615188765,0.043664412060015,0.0422547882290171,0.043814900964761,0.046160277969081,"0.0155203896297587,0.0887172515516975","0.0101261783016736,0.0937649325609694","0.00134962897992585,0.100458999856739"
"South America",0.0094135399,0.0628153535673324,"0,1.879696",0.0337727721600093,0.0273895656530221,0.0160992414390246,0.0385691978108946,0.108662157497184,0.144450435006881,"-0.101210530091706,0.234038890445069","-0.351346021684201,64.6573189154895","-0.558799059210471,64.6573189154895"
"Central Asia",0.008030285,0.0111366501074684,"0.00098804069,0.041797284",0.0871065906774755,0.0798133749239267,0.0419486683667576,0.101954141353564,0.0768932850096378,-0.0509807841372561,"0.0224280115352456,0.194704400716406","-0.233806706650488,0.20751700388653","-0.712384475804922,0.283343092976008"
"Western Asia",0.007557947,0.0392394109929737,"4.8061205e-06,0.98625847",0.0723285566488244,0.0681818814969836,0.0535425446340042,0.0904761926324356,0.0854784871031119,0.0660669795521127,"0.0129111608210436,0.387453912834159","0.010653382514083,0.349421967006717","-0.275599183811244,0.407428609041363"
"Eastern Europe",0.0065372372,0.0514166284679728,"1.0554106e-05,1.9003587",0.0845916380503497,0.0910479215171612,0.106041698826048,0.0900086306980456,0.0947549090188853,0.105856029948154,"0.0530139632666472,0.193509839700599","0.046222869933184,0.189433965545287","-0.00877526315997988,0.247987293849655"
"Southern Asia",0.0059867689,0.0296496946339363,"0,0.93082127",0.0448665109106934,0.0496967226376757,0.0545978973831485,0.0742816835237125,0.0784994596003714,3.865903315168,"0.00885339454113341,8.15897411948033","-0.285590289628644,8.15897411948033","-0.33530215430204,533.940155220611"
"South-Eastern Asia",0.0031471111,0.0365870325882218,"5.186442e-06,0.84785943",0.0388510922172707,0.0321600724005576,0.0259975479908066,0.0454456343799415,0.909093783194164,2.93116743928194,"-0.018931224111728,0.165338780315355","-0.37540944123539,261.543041682462","-0.37540944123539,302.006651191498"
"Middle Africa",0.0023932356,0.010177881219852,"1.786e-05,0.27184558",0.0233954607827837,0.0212654061961918,0.016547518537806,0.0270320146650227,0.0242583826348123,0.0200285906607848,"0.00738870847996915,0.0995353596386502","-0.00729488152227396,0.102125915912085","-0.0456570150741294,0.106072244587652"
"Australia and New Zealand",0.0015240365,0.00464253398682712,"3.2247505e-06,0.077447419",0.0940981285979262,0.0897534575935724,0.0825825909062362,0.0916595049979227,0.0900434442418178,0.0876181108680066,"0.0160878767000907,0.160539828247679","0.0163719117161555,0.165620315512221","0.016784760446503,0.172988041239267"
"Southern Africa",0.00054794,0.0398535563909221,"0,0.89453403",0.0475935721588572,0.0454842254971564,0.0426593735776405,0.489297901105266,2.29092433614984,3.51315840883415,"0.000627268565466078,56.5981971803334","0.000579950287918472,234.206827252932","0.00050255211957934,230.328007657636"
"Northern Africa",0.00039656055,0.0297582953856543,"4.1434668e-05,2.0891413",0.0249319226652281,0.0246761894860949,0.0243725266978983,0.0264883088978997,0.025680370639554,0.0249473427390134,"0.00516933399929163,0.133055759709891","0.00587061219160994,0.123486402187081","0.00546896917610126,0.111354598976495"
"Melanesia",0.00010073975,0.000107184214074074,"1.0254902e-05,0.00031648703",0.0458494284357756,0.0325973333293546,0.0122507169754607,0.0493750315173672,13.7196425051841,32.5635924469333,"0.00869240060659324,0.186202988736319","-0.0252918720753883,328.349409055528","-0.195647156654232,352.985815700421"
