  -3.9000000e+01	  -6.2000000e+01	   4.4690904e-05	
  -3.9000000e+01	  -6.1000000e+01	   5.9872094e-05	
  -3.8000000e+01	  -7.3000000e+01	   2.6533360e-02	
  -3.8000000e+01	  -7.2000000e+01	   1.2297331e-03	
  -3.8000000e+01	  -6.4000000e+01	   1.5238411e-04	
  -3.8000000e+01	  -6.3000000e+01	   3.2740798e-04	
  -3.8000000e+01	  -6.2000000e+01	   2.8190168e-05	
  -3.8000000e+01	  -6.1000000e+01	   1.9607094e-05	
  -3.7000000e+01	  -7.3000000e+01	   8.8152462e-03	
  -3.7000000e+01	  -7.2000000e+01	   6.7201910e-04	
  -3.7000000e+01	  -6.4000000e+01	   1.7679041e-04	
  -3.7000000e+01	  -6.3000000e+01	   1.6965882e-04	
  -3.7000000e+01	  -6.2000000e+01	   1.7953334e-05	
  -3.7000000e+01	  -6.1000000e+01	   1.0525439e-05	
  -3.7000000e+01	   1.4200000e+02	   2.7363756e-04	
  -3.7000000e+01	   1.4300000e+02	   1.5859545e-04	
  -3.7000000e+01	   1.4400000e+02	   3.3024963e-03	
  -3.7000000e+01	   1.4500000e+02	   2.0922173e-03	
  -3.7000000e+01	   1.4600000e+02	   8.9953735e-04	
  -3.6000000e+01	  -7.2000000e+01	   3.4622488e-02	
  -3.6000000e+01	  -6.5000000e+01	   6.0221384e-04	
  -3.6000000e+01	  -6.4000000e+01	   1.2219437e-04	
  -3.6000000e+01	  -6.3000000e+01	   3.2111262e-05	
  -3.6000000e+01	  -6.2000000e+01	   3.2765836e-05	
  -3.6000000e+01	  -6.1000000e+01	   1.3922142e-05	
  -3.6000000e+01	   1.4100000e+02	   1.6839366e-04	
  -3.6000000e+01	   1.4200000e+02	   1.8981221e-04	
  -3.6000000e+01	   1.4300000e+02	   1.4287689e-04	
  -3.6000000e+01	   1.4400000e+02	   8.0316178e-02	
  -3.6000000e+01	   1.4500000e+02	   5.3693545e-02	
  -3.6000000e+01	   1.4600000e+02	   6.7033550e-02	
  -3.6000000e+01	   1.4700000e+02	   2.2299406e-02	
  -3.5000000e+01	  -7.2000000e+01	   5.1388116e-02	
  -3.5000000e+01	  -7.1000000e+01	   4.8378269e-03	
  -3.5000000e+01	  -6.6000000e+01	   1.6356830e-04	
  -3.5000000e+01	  -6.5000000e+01	   4.8999330e-04	
  -3.5000000e+01	  -6.4000000e+01	   3.1620390e-04	
  -3.5000000e+01	  -6.3000000e+01	   1.5055700e-06	
  -3.5000000e+01	  -6.2000000e+01	   1.5988450e-06	
  -3.5000000e+01	  -5.7000000e+01	   4.1276593e-05	
  -3.5000000e+01	  -5.6000000e+01	   3.4797780e-02	
  -3.5000000e+01	  -5.5000000e+01	   1.0968976e-02	
  -3.5000000e+01	   1.9000000e+01	   4.4374786e-05	
  -3.5000000e+01	   1.4100000e+02	   2.1808486e-04	
  -3.5000000e+01	   1.4300000e+02	   2.8961287e-01	
  -3.5000000e+01	   1.4500000e+02	   6.0479014e-02	
  -3.5000000e+01	   1.4600000e+02	   4.9564385e-02	
  -3.5000000e+01	   1.4700000e+02	   7.6075288e-02	
  -3.5000000e+01	   1.4800000e+02	   6.2617424e-02	
  -3.4000000e+01	  -7.2000000e+01	   2.3390368e-02	
  -3.4000000e+01	  -6.6000000e+01	   3.2388458e-04	
  -3.4000000e+01	  -6.5000000e+01	   3.9938091e-04	
  -3.4000000e+01	  -6.4000000e+01	   2.3363800e-04	
  -3.4000000e+01	  -6.3000000e+01	   2.5947468e-05	
  -3.4000000e+01	  -6.2000000e+01	   2.5751274e-06	
  -3.4000000e+01	  -6.1000000e+01	   2.8331801e-06	
  -3.4000000e+01	  -5.8000000e+01	   2.3423229e-03	
  -3.4000000e+01	  -5.7000000e+01	   1.1915029e-02	
  -3.4000000e+01	  -5.5000000e+01	   9.7932490e-02	
  -3.4000000e+01	   1.8000000e+01	   1.0916975e-04	
  -3.4000000e+01	   1.9000000e+01	   1.6620059e-05	
  -3.4000000e+01	   2.0000000e+01	   2.1366451e-05	
  -3.4000000e+01	   2.2000000e+01	   3.8514623e-05	
  -3.4000000e+01	   2.4000000e+01	   4.8681807e-06	
  -3.4000000e+01	   2.5000000e+01	   2.5503987e-05	
  -3.4000000e+01	   2.6000000e+01	   4.4003302e-05	
  -3.4000000e+01	   1.4500000e+02	   2.3605620e-01	
  -3.4000000e+01	   1.4600000e+02	   7.0683675e-02	
  -3.3000000e+01	  -6.5000000e+01	   2.3874690e-04	
  -3.3000000e+01	  -6.4000000e+01	   1.6076653e-04	
  -3.3000000e+01	  -6.3000000e+01	   1.5225282e-04	
  -3.3000000e+01	  -6.2000000e+01	   2.8064288e-06	
  -3.3000000e+01	  -6.0000000e+01	   5.3714581e-03	
  -3.3000000e+01	  -5.9000000e+01	   2.5970702e-02	
  -3.3000000e+01	  -5.8000000e+01	   3.3974176e-03	
  -3.3000000e+01	  -5.6000000e+01	   1.5346125e-02	
  -3.3000000e+01	  -5.5000000e+01	   1.0985392e-01	
  -3.3000000e+01	  -5.4000000e+01	   8.2692398e-01	
  -3.3000000e+01	  -5.3000000e+01	   1.1735128e-01	
  -3.3000000e+01	   1.8000000e+01	   2.7751925e-05	
  -3.3000000e+01	   2.3000000e+01	   1.8041768e-05	
  -3.3000000e+01	   2.4000000e+01	   6.5569497e-06	
  -3.3000000e+01	   2.6000000e+01	   5.1502988e-05	
  -3.3000000e+01	   2.7000000e+01	   3.3656032e-05	
  -3.3000000e+01	   2.8000000e+01	   4.6735279e-05	
  -3.2000000e+01	  -6.4000000e+01	   1.6272974e-04	
  -3.2000000e+01	  -6.3000000e+01	   1.1293377e-04	
  -3.2000000e+01	  -6.0000000e+01	   5.2424119e-02	
  -3.2000000e+01	  -5.9000000e+01	   1.4398258e-01	
  -3.2000000e+01	  -5.6000000e+01	   1.3882376e-02	
  -3.2000000e+01	  -5.5000000e+01	   1.3878813e-01	
  -3.2000000e+01	  -5.4000000e+01	   1.1409835e-02	
  -3.2000000e+01	  -5.3000000e+01	   4.5962226e-01	
  -3.2000000e+01	   1.9000000e+01	   9.8617569e-06	
  -3.2000000e+01	   2.2000000e+01	   6.6749342e-06	
  -3.2000000e+01	   2.3000000e+01	   1.1696191e-05	
  -3.2000000e+01	   2.6000000e+01	   1.2220109e-05	
  -3.2000000e+01	   2.7000000e+01	   9.2672105e-06	
  -3.2000000e+01	   2.8000000e+01	   1.1641468e-05	
  -3.2000000e+01	   2.9000000e+01	   4.1633773e-05	
  -3.1000000e+01	  -6.1000000e+01	   2.2434587e-01	
  -3.1000000e+01	  -6.0000000e+01	   1.0230885e-02	
  -3.1000000e+01	  -5.9000000e+01	   1.5331648e-01	
  -3.1000000e+01	  -5.7000000e+01	   8.1245437e-02	
  -3.1000000e+01	  -5.6000000e+01	   5.3652996e-02	
  -3.1000000e+01	  -5.5000000e+01	   1.9824096e-01	
  -3.1000000e+01	  -5.4000000e+01	   5.2573594e-02	
  -3.1000000e+01	  -5.3000000e+01	   1.2350595e-02	
  -3.1000000e+01	  -5.2000000e+01	   6.2689074e-01	
  -3.1000000e+01	  -5.1000000e+01	   2.6572873e+00	
  -3.1000000e+01	   2.2000000e+01	   1.5950652e-06	
  -3.1000000e+01	   2.3000000e+01	   4.2002802e-06	
  -3.1000000e+01	   2.5000000e+01	   1.0556397e-05	
  -3.1000000e+01	   2.8000000e+01	   2.8858214e-05	
  -3.1000000e+01	   2.9000000e+01	   2.5299929e-05	
  -3.1000000e+01	   3.0000000e+01	   1.3018495e-04	
  -3.0000000e+01	  -5.9000000e+01	   2.2099609e-02	
  -3.0000000e+01	  -5.8000000e+01	   2.9799299e-02	
  -3.0000000e+01	  -5.7000000e+01	   1.1682856e+00	
  -3.0000000e+01	  -5.6000000e+01	   1.1635585e-01	
  -3.0000000e+01	  -5.5000000e+01	   1.8363758e-01	
  -3.0000000e+01	  -5.4000000e+01	   3.2392098e-01	
  -3.0000000e+01	  -5.3000000e+01	   8.8583675e-04	
  -3.0000000e+01	  -5.2000000e+01	   1.8051251e-03	
  -3.0000000e+01	  -5.1000000e+01	   1.7785263e-05	
  -3.0000000e+01	   2.2000000e+01	   3.0345156e-06	
  -3.0000000e+01	   2.5000000e+01	   1.2098840e-04	
  -3.0000000e+01	   2.9000000e+01	   6.5714518e-05	
  -3.0000000e+01	   3.0000000e+01	   4.2408879e-05	
  -2.9000000e+01	  -5.9000000e+01	   2.0515385e-03	
  -2.9000000e+01	  -5.7000000e+01	   1.7408433e-03	
  -2.9000000e+01	  -5.6000000e+01	   1.0514881e-01	
  -2.9000000e+01	  -5.5000000e+01	   1.1508504e-02	
  -2.9000000e+01	  -5.4000000e+01	   1.0157818e-03	
  -2.9000000e+01	  -5.3000000e+01	   2.7286138e-03	
  -2.9000000e+01	  -5.2000000e+01	   1.1157722e-04	
  -2.9000000e+01	  -5.1000000e+01	   1.8097109e-04	
  -2.9000000e+01	   2.1000000e+01	   1.2866624e-06	
  -2.9000000e+01	   2.5000000e+01	   9.0645809e-05	
  -2.9000000e+01	   2.7000000e+01	   8.8984342e-05	
  -2.9000000e+01	   2.8000000e+01	   7.0051892e-05	
  -2.9000000e+01	   2.9000000e+01	   8.8849237e-06	
  -2.9000000e+01	   3.0000000e+01	   2.7130931e-05	
  -2.9000000e+01	   3.1000000e+01	   4.9897283e-05	
  -2.8000000e+01	  -5.8000000e+01	   9.6572010e-02	
  -2.8000000e+01	  -5.6000000e+01	   3.0335394e-05	
  -2.8000000e+01	  -5.5000000e+01	   3.6431749e-03	
  -2.8000000e+01	  -5.4000000e+01	   2.3153296e-02	
  -2.8000000e+01	  -5.3000000e+01	   1.8220338e-03	
  -2.8000000e+01	  -5.1000000e+01	   2.2147733e-03	
  -2.8000000e+01	   2.5000000e+01	   6.3244813e-05	
  -2.8000000e+01	   2.6000000e+01	   1.2854096e-05	
  -2.8000000e+01	   2.7000000e+01	   1.4887081e-04	
  -2.8000000e+01	   2.8000000e+01	   8.0393291e-05	
  -2.8000000e+01	   2.9000000e+01	   1.8406968e-05	
  -2.8000000e+01	   3.0000000e+01	   2.2966690e-05	
  -2.8000000e+01	   3.1000000e+01	   1.2293665e-05	
  -2.8000000e+01	   3.2000000e+01	   2.5179147e-05	
  -2.7000000e+01	  -6.0000000e+01	   2.5599773e-05	
  -2.7000000e+01	  -5.9000000e+01	   4.5062316e-03	
  -2.7000000e+01	  -5.8000000e+01	   1.2233009e-02	
  -2.7000000e+01	  -5.7000000e+01	   1.2677972e-02	
  -2.7000000e+01	  -5.6000000e+01	   2.4094066e-02	
  -2.7000000e+01	  -5.4000000e+01	   7.8646019e-03	
  -2.7000000e+01	  -5.3000000e+01	   4.0194244e-03	
  -2.7000000e+01	  -5.2000000e+01	   2.1951817e-04	
  -2.7000000e+01	  -5.0000000e+01	   1.0503525e-02	
  -2.7000000e+01	   2.2000000e+01	   5.2584464e-06	
  -2.7000000e+01	   2.3000000e+01	   2.2738609e-05	
  -2.7000000e+01	   2.4000000e+01	   5.9845544e-05	
  -2.7000000e+01	   2.5000000e+01	   1.5839563e-05	
  -2.7000000e+01	   2.6000000e+01	   4.9529875e-05	
  -2.7000000e+01	   2.7000000e+01	   7.5789757e-05	
  -2.7000000e+01	   2.8000000e+01	   7.3015273e-05	
